Diseases & Risk Factors,Country Name,Gender,Numeric,Confidence_Range,Year_Bin,Numeric_log,Gender_Disease,Numeric_scaled
Noncommunicable diseases,Nepal,Males,19.28516,16.59685,1990s,3.0098895842289797,Males_Noncommunicable diseases,-0.3404273711502457
Noncommunicable diseases,Nepal,Females,19.23258,17.56212,1990s,3.0072941764142533,Females_Noncommunicable diseases,-0.3404322404280236
Noncommunicable diseases,Nepal,Males,18.83932,16.342509999999997,2000s,2.987665827075805,Males_Noncommunicable diseases,-0.3404686590696928
Noncommunicable diseases,Nepal,Females,18.76374,17.01147,2000s,2.983848945665238,Females_Noncommunicable diseases,-0.34047565830922233
Noncommunicable diseases,Nepal,Males,17.34758,15.463730000000002,2000s,2.909497685694641,Males_Noncommunicable diseases,-0.34060680468461324
Noncommunicable diseases,Nepal,Females,18.48341,16.697229999999998,2000s,2.9695633342293943,Females_Noncommunicable diseases,-0.3405016188386917
Noncommunicable diseases,Nepal,Males,17.64845,15.663650000000002,2000s,2.925763032716433,Males_Noncommunicable diseases,-0.34057894200669275
Noncommunicable diseases,Nepal,Females,18.47196,16.60734,2000s,2.968975482011344,Females_Noncommunicable diseases,-0.3405026791892158
Noncommunicable diseases,Nepal,Males,17.87836,15.729510000000001,2000s,2.938016292537644,Males_Noncommunicable diseases,-0.3405576507238108
Noncommunicable diseases,Nepal,Females,18.24563,16.32881,2000s,2.9572840219754317,Females_Noncommunicable diseases,-0.3405236389389208
Noncommunicable diseases,Nepal,Males,18.44965,15.96026,2000s,2.967829075043934,Males_Noncommunicable diseases,-0.3405047452521147
Noncommunicable diseases,Nepal,Females,18.40227,16.37056,2000s,2.9653900695333886,Females_Noncommunicable diseases,-0.3405091329733228
Noncommunicable diseases,Nepal,Males,19.11857,16.15941,2000s,3.001643269147045,Males_Noncommunicable diseases,-0.3404427985558187
Noncommunicable diseases,Nepal,Females,18.47658,16.33334,2000s,2.9692127181193815,Females_Noncommunicable diseases,-0.34050225134472484
Noncommunicable diseases,Nepal,Males,19.3348,16.050079999999998,2000s,3.0123337040514166,Males_Noncommunicable diseases,-0.3404227741371437
Noncommunicable diseases,Nepal,Females,18.64905,16.398989999999998,2000s,2.978028991090582,Females_Noncommunicable diseases,-0.34048627940979964
Noncommunicable diseases,Nepal,Males,20.014,16.36412,2000s,3.0451888822665834,Males_Noncommunicable diseases,-0.34035987544055185
Noncommunicable diseases,Nepal,Females,18.83426,16.521720000000002,2000s,2.987410745481079,Females_Noncommunicable diseases,-0.3404691276612781
Noncommunicable diseases,Nepal,Males,20.91253,16.808210000000003,2000s,3.08705861932799,Males_Noncommunicable diseases,-0.3402766652434837
Noncommunicable diseases,Nepal,Females,19.05534,16.73218,2000s,2.9984954524565195,Females_Noncommunicable diseases,-0.3404486540984947
Noncommunicable diseases,Nepal,Males,21.22501,17.01077,2000s,3.101218231343624,Males_Noncommunicable diseases,-0.34024772739791387
Noncommunicable diseases,Nepal,Females,19.23766,16.83769,2000s,3.007545225087386,Females_Noncommunicable diseases,-0.34043176998429764
Noncommunicable diseases,Nepal,Males,22.17256,17.50737,2010s,3.14296882004058,Males_Noncommunicable diseases,-0.34015997760410405
Noncommunicable diseases,Nepal,Females,19.38559,17.01489,2010s,3.0148282787025154,Females_Noncommunicable diseases,-0.34041807062595425
Noncommunicable diseases,Nepal,Males,22.74066,17.820970000000003,2010s,3.16718918997452,Males_Noncommunicable diseases,-0.3401073675488422
Noncommunicable diseases,Nepal,Females,19.50321,17.17783,2010s,3.0205814592520075,Females_Noncommunicable diseases,-0.3404071781867712
Noncommunicable diseases,Nepal,Males,23.11918,18.27005,2010s,3.183007374597834,Males_Noncommunicable diseases,-0.34007231393483456
Noncommunicable diseases,Nepal,Females,19.47827,17.432119999999998,2010s,3.019364323947041,Females_Noncommunicable diseases,-0.34040948780616603
Noncommunicable diseases,Nepal,Males,23.53281,18.798270000000002,2010s,3.2000114053174618,Males_Noncommunicable diseases,-0.3400340088879098
Noncommunicable diseases,Nepal,Females,19.52629,17.724000000000004,2010s,3.021706503546206,Females_Noncommunicable diseases,-0.3404050408164571
Noncommunicable diseases,Nepal,Males,23.57365,19.03225,2010s,3.2016747306484197,Males_Noncommunicable diseases,-0.3400302268166955
Noncommunicable diseases,Nepal,Females,19.54397,17.91606,2010s,3.0225674672261107,Females_Noncommunicable diseases,-0.3404034035241194
Noncommunicable diseases,Nepal,Males,23.41688,19.142780000000002,2010s,3.195274696392263,Males_Noncommunicable diseases,-0.34004474482120767
Noncommunicable diseases,Nepal,Females,19.42182,18.003819999999997,2010s,3.016603937070411,Females_Noncommunicable diseases,-0.3404147154731605
Noncommunicable diseases,Nepal,Males,23.56911,19.39293,2010s,3.2014899628407947,Males_Noncommunicable diseases,-0.3400306472526238
Noncommunicable diseases,Nepal,Females,19.35171,18.06727,2010s,3.013164937842354,Females_Noncommunicable diseases,-0.3404212081522212
Noncommunicable diseases,Nepal,Males,23.82299,19.693160000000002,2010s,3.211770239885879,Males_Noncommunicable diseases,-0.3400071361791686
Noncommunicable diseases,Nepal,Females,19.37358,18.27523,2010s,3.0142389634467053,Females_Noncommunicable diseases,-0.34041918283641664
Noncommunicable diseases,Nepal,Males,23.85853,19.783119999999997,2010s,3.213200953199898,Males_Noncommunicable diseases,-0.3400038449252274
Noncommunicable diseases,Nepal,Females,19.31664,18.37204,2010s,3.011440254707038,Females_Noncommunicable diseases,-0.34042445588085707
Noncommunicable diseases,Nepal,Males,29.1583795,,1990s,3.4064628115901407,Males_Noncommunicable diseases,-0.339513041589416
Noncommunicable diseases,Nepal,Females,38.9761841,,1990s,3.6882838792944574,Females_Noncommunicable diseases,-0.33860384383804126
Noncommunicable diseases,Nepal,Males,30.516876,,2000s,3.450523148402665,Males_Noncommunicable diseases,-0.3393872352596536
Noncommunicable diseases,Nepal,Females,40.3235042,,2000s,3.721431447044737,Females_Noncommunicable diseases,-0.3384790725215188
Noncommunicable diseases,Nepal,Males,31.0635017,,2000s,3.4677183645482272,Males_Noncommunicable diseases,-0.3393366138755935
Noncommunicable diseases,Nepal,Females,41.5116579,,2000s,3.749778341845448,Females_Noncommunicable diseases,-0.3383690411330017
Noncommunicable diseases,Nepal,Males,34.2324454,,2000s,3.561967402376801,Males_Noncommunicable diseases,-0.3390431474028269
Noncommunicable diseases,Nepal,Females,43.9162022,,2000s,3.8047985804367346,Females_Noncommunicable diseases,-0.3381463634204466
Noncommunicable diseases,Nepal,Males,35.797019,,2000s,3.605416836458985,Males_Noncommunicable diseases,-0.33889825688433156
Noncommunicable diseases,Nepal,Females,44.9868709,,2000s,3.8283559405330285,Females_Noncommunicable diseases,-0.33804721196916315
Noncommunicable diseases,Nepal,Males,39.2257771,,2000s,3.6945080115234132,Males_Noncommunicable diseases,-0.3385807297709352
Noncommunicable diseases,Nepal,Females,47.752645,,2000s,3.886759452382287,Females_Noncommunicable diseases,-0.3377910818367168
Noncommunicable diseases,Nepal,Males,42.2229244,,2000s,3.7663710119086207,Males_Noncommunicable diseases,-0.3383031728529966
Noncommunicable diseases,Nepal,Females,49.6709942,,2000s,3.9253536403728884,Females_Noncommunicable diseases,-0.3376134292096731
Noncommunicable diseases,Nepal,Males,44.5592474,,2000s,3.819013619566336,Males_Noncommunicable diseases,-0.3380868129125996
Noncommunicable diseases,Nepal,Females,51.488882,,2000s,3.960601375742271,Females_Noncommunicable diseases,-0.33744508001478163
Noncommunicable diseases,Nepal,Males,47.1609435,,2000s,3.8745483917555092,Males_Noncommunicable diseases,-0.3378458775568603
Noncommunicable diseases,Nepal,Females,53.4153597,,2000s,3.996646461435834,Females_Noncommunicable diseases,-0.3372666746314729
Noncommunicable diseases,Nepal,Males,50.0471446,,2000s,3.932749609647715,Males_Noncommunicable diseases,-0.33757859503729015
Noncommunicable diseases,Nepal,Females,55.4701896,,2000s,4.0337128812140834,Females_Noncommunicable diseases,-0.337076382931785
Noncommunicable diseases,Nepal,Males,51.80375,,2000s,3.966582210917494,Males_Noncommunicable diseases,-0.3374159210236178
Noncommunicable diseases,Nepal,Females,57.0961858,,2000s,4.062100012821644,Females_Noncommunicable diseases,-0.33692580424856455
Noncommunicable diseases,Nepal,Males,54.4029292,,2010s,4.014632466001686,Males_Noncommunicable diseases,-0.337175218750519
Noncommunicable diseases,Nepal,Females,59.107679,,2010s,4.0961376037619175,Females_Noncommunicable diseases,-0.3367395258320695
Noncommunicable diseases,Nepal,Males,56.4308992,,2010s,4.050582472075588,Males_Noncommunicable diseases,-0.336987414466468
Noncommunicable diseases,Nepal,Females,60.9550624,,2010s,4.1264093222505815,Females_Noncommunicable diseases,-0.33656844513718515
Noncommunicable diseases,Nepal,Males,57.9459867,,2010s,4.076621544937266,Males_Noncommunicable diseases,-0.3368471067088522
Noncommunicable diseases,Nepal,Females,62.5665884,,2010s,4.152087992684228,Females_Noncommunicable diseases,-0.33641920649624885
Noncommunicable diseases,Nepal,Males,59.4738373,,2010s,4.102210830184768,Males_Noncommunicable diseases,-0.3367056169984177
Noncommunicable diseases,Nepal,Females,64.1597361,,2010s,4.17684173369495,Females_Noncommunicable diseases,-0.33627166981514117
Noncommunicable diseases,Nepal,Males,57.4220485,,2010s,4.067693361391048,Males_Noncommunicable diseases,-0.3368956270708585
Noncommunicable diseases,Nepal,Females,62.642095,,2010s,4.153275122475204,Females_Noncommunicable diseases,-0.33641221405407556
Noncommunicable diseases,Nepal,Males,60.6401714,,2010s,4.121313791109957,Males_Noncommunicable diseases,-0.33659760625831076
Noncommunicable diseases,Nepal,Females,66.2334811,,2010s,4.208171354108184,Females_Noncommunicable diseases,-0.33607962644416955
Noncommunicable diseases,Nepal,Males,61.7583162,,2010s,4.139291098314356,Males_Noncommunicable diseases,-0.33649405818628336
Noncommunicable diseases,Nepal,Females,67.3459039,,2010s,4.224581633064017,Females_Noncommunicable diseases,-0.33597660826958314
Noncommunicable diseases,Nepal,Males,62.9744245,,2010s,4.158483386303945,Males_Noncommunicable diseases,-0.3363814380052107
Noncommunicable diseases,Nepal,Females,68.5658991,,2010s,4.242274491813207,Females_Noncommunicable diseases,-0.33586362813423515
Noncommunicable diseases,Nepal,Males,63.7644598,,2010s,4.170756993022551,Males_Noncommunicable diseases,-0.3363082751803703
Noncommunicable diseases,Nepal,Females,69.4481986,,2010s,4.254877668110038,Females_Noncommunicable diseases,-0.33578192099561077
Noncommunicable diseases,Nepal,Males,69.34887,26.27167,1990s,4.253466720886974,Males_Noncommunicable diseases,-0.33579111952251645
Noncommunicable diseases,Nepal,Females,55.30092,30.5554,1990s,4.030710876042327,Females_Noncommunicable diseases,-0.33709205848716284
Noncommunicable diseases,Nepal,Males,67.45992,26.881919999999994,2000s,4.226248464535771,Males_Noncommunicable diseases,-0.33596604957688514
Noncommunicable diseases,Nepal,Females,53.36071,30.217729999999996,2000s,3.9956416502719674,Females_Noncommunicable diseases,-0.3372717355780264
Noncommunicable diseases,Nepal,Males,63.64503,28.455329999999996,2000s,4.168911226779423,Males_Noncommunicable diseases,-0.3363193352197611
Noncommunicable diseases,Nepal,Females,52.44805,30.045050000000003,2000s,3.978710154111438,Females_Noncommunicable diseases,-0.33735625431246624
Noncommunicable diseases,Nepal,Males,61.33983,28.71691,2000s,4.132600547354401,Males_Noncommunicable diseases,-0.3365328129514802
Noncommunicable diseases,Nepal,Females,51.20906,29.5875,2000s,3.955256043046631,Females_Noncommunicable diseases,-0.3374709934998784
Noncommunicable diseases,Nepal,Males,60.22641,28.628210000000003,2000s,4.114578632381135,Males_Noncommunicable diseases,-0.33663592347379956
Noncommunicable diseases,Nepal,Females,50.64175,29.20183,2000s,3.9443304538628,Females_Noncommunicable diseases,-0.33752353039558447
Noncommunicable diseases,Nepal,Males,59.2372,28.61674,2000s,4.098290101667683,Males_Noncommunicable diseases,-0.3367275312765906
Noncommunicable diseases,Nepal,Females,50.98396,29.13272,2000s,3.95093520945892,Females_Noncommunicable diseases,-0.33749183934293325
Noncommunicable diseases,Nepal,Males,57.33483,28.390110000000007,2000s,4.0661993420691225,Males_Noncommunicable diseases,-0.3369037041173378
Noncommunicable diseases,Nepal,Females,50.29037,28.830419999999997,2000s,3.9375030152570054,Females_Noncommunicable diseases,-0.3375560706547253
Noncommunicable diseases,Nepal,Males,55.40899,28.143099999999997,2000s,4.032628542964756,Males_Noncommunicable diseases,-0.33708205044514183
Noncommunicable diseases,Nepal,Females,50.17617,28.539590000000004,2000s,3.9352739940119457,Females_Noncommunicable diseases,-0.3375666463778566
Noncommunicable diseases,Nepal,Males,54.1769,27.84637,2000s,4.010544387435717,Males_Noncommunicable diseases,-0.3371961506440286
Noncommunicable diseases,Nepal,Females,50.28343,28.322400000000002,2000s,3.937367698051041,Females_Noncommunicable diseases,-0.33755671334753207
Noncommunicable diseases,Nepal,Males,53.71427,27.416550000000008,2000s,4.0021245529190255,Males_Noncommunicable diseases,-0.33723899343555436
Noncommunicable diseases,Nepal,Females,50.74553,28.222720000000002,2000s,3.9463380516031927,Females_Noncommunicable diseases,-0.3375139196377336
Noncommunicable diseases,Nepal,Males,53.12967,27.230959999999996,2000s,3.9913824643557936,Males_Noncommunicable diseases,-0.3372931315068553
Noncommunicable diseases,Nepal,Females,51.2487,28.02205,2000s,3.9560150101526235,Females_Noncommunicable diseases,-0.33746732255710327
Noncommunicable diseases,Nepal,Males,51.68196,26.89221,2010s,3.9642730819536536,Males_Noncommunicable diseases,-0.33742719963412715
Noncommunicable diseases,Nepal,Females,50.34512,28.03239,2010s,3.9385698977786987,Females_Noncommunicable diseases,-0.33755100041968644
Noncommunicable diseases,Nepal,Males,50.43874,26.660420000000002,2010s,3.9403915850726023,Males_Noncommunicable diseases,-0.3375423305492875
Noncommunicable diseases,Nepal,Females,49.40389,28.006529999999998,2010s,3.9200683546385866,Females_Noncommunicable diseases,-0.33763816493704973
Noncommunicable diseases,Nepal,Males,49.39711,26.719010000000004,2010s,3.9199338321634083,Males_Noncommunicable diseases,-0.3376387928127313
Noncommunicable diseases,Nepal,Females,48.67527,28.275440000000003,2010s,3.905507223752752,Females_Noncommunicable diseases,-0.33770564027319633
Noncommunicable diseases,Nepal,Males,48.72881,26.783730000000006,2010s,3.906584443222563,Males_Noncommunicable diseases,-0.337700682092667
Noncommunicable diseases,Nepal,Females,48.1885,28.43146,2010s,3.8956598563394507,Females_Noncommunicable diseases,-0.3377507185984909
Noncommunicable diseases,Nepal,Males,48.40508,26.80234,2010s,3.90005325291492,Males_Noncommunicable diseases,-0.33773066176735445
Noncommunicable diseases,Nepal,Females,48.01513,28.580169999999995,2010s,3.8921290259594836,Females_Noncommunicable diseases,-0.33776677387974546
Noncommunicable diseases,Nepal,Males,47.47559,26.8964,2010s,3.8810603722769264,Males_Noncommunicable diseases,-0.3378167390781542
Noncommunicable diseases,Nepal,Females,47.11029,28.67842,2010s,3.873496083546032,Females_Noncommunicable diseases,-0.3378505684271898
Noncommunicable diseases,Nepal,Males,47.10446,26.92069,2010s,3.8733748963058816,Males_Noncommunicable diseases,-0.3378511083261903
Noncommunicable diseases,Nepal,Females,46.50212,28.75423,2010s,3.8607743416235834,Females_Noncommunicable diseases,-0.3379068892462509
Noncommunicable diseases,Nepal,Males,47.11602,26.986330000000002,2010s,3.8736151777938894,Males_Noncommunicable diseases,-0.3378500377888926
Noncommunicable diseases,Nepal,Females,46.26074,28.87913,2010s,3.8556799296979616,Females_Noncommunicable diseases,-0.33792924273179764
Noncommunicable diseases,Nepal,Males,47.23076,27.07607,2010s,3.875996991783806,Males_Noncommunicable diseases,-0.33783941205796364
Noncommunicable diseases,Nepal,Females,46.18097,29.04597,2010s,3.8539906333273195,Females_Noncommunicable diseases,-0.337936629994794
Noncommunicable diseases,Nepal,Males,459.4534,,1990s,6.132211656220904,Males_Noncommunicable diseases,-0.2996646965667058
Noncommunicable diseases,Nepal,Females,500.9671,,1990s,6.218534579695425,Females_Noncommunicable diseases,-0.29582023599440577
Noncommunicable diseases,Nepal,Males,600.0223,,2000s,6.398632038672131,Males_Noncommunicable diseases,-0.2866470278515205
Noncommunicable diseases,Nepal,Females,515.1641,,2000s,6.2464247381787,Females_Noncommunicable diseases,-0.2945054939515393
Noncommunicable diseases,Nepal,Males,662.8102,,2010s,6.497996265241936,Males_Noncommunicable diseases,-0.2808324267447168
Noncommunicable diseases,Nepal,Females,541.2856,,2010s,6.2957927999263275,Females_Noncommunicable diseases,-0.2920864593475571
Noncommunicable diseases,Nepal,Males,673.5441,,2010s,6.514037055274786,Males_Noncommunicable diseases,-0.27983839211670214
Noncommunicable diseases,Nepal,Females,543.5753,,2010s,6.300006224822575,Females_Noncommunicable diseases,-0.2918744170248445
Noncommunicable diseases,Nepal,Males,0.33,1.19,1990s,0.28517894223366247,Males_Noncommunicable diseases,-0.3421827522716981
Noncommunicable diseases,Nepal,Females,0.064,0.23,1990s,0.0620353909194527,Females_Noncommunicable diseases,-0.34220738574238924
Noncommunicable diseases,Nepal,Males,0.53,1.59,2000s,0.4252677354043441,Males_Noncommunicable diseases,-0.34216423086516334
Noncommunicable diseases,Nepal,Females,0.1,0.31,2000s,0.09531017980432493,Females_Noncommunicable diseases,-0.342204051889213
Noncommunicable diseases,Nepal,Males,1.65,3.19,2000s,0.9745596399981308,Males_Noncommunicable diseases,-0.34206051098856893
Noncommunicable diseases,Nepal,Females,0.32,0.6329999999999999,2000s,0.27763173659827955,Females_Noncommunicable diseases,-0.3421836783420248
Noncommunicable diseases,Nepal,Males,2.14,3.92,2010s,1.144222799920162,Males_Noncommunicable diseases,-0.3420151335425589
Noncommunicable diseases,Nepal,Females,0.43,0.778,2010s,0.3576744442718159,Females_Noncommunicable diseases,-0.3421734915684307
Noncommunicable diseases,Nepal,Males,2.4,4.16,2010s,1.2237754316221157,Males_Noncommunicable diseases,-0.3419910557140638
Noncommunicable diseases,Nepal,Females,0.48,0.83,2010s,0.3920420877760237,Females_Noncommunicable diseases,-0.342168861216797
Noncommunicable diseases,Nepal,Males,74.2,25.199999999999996,1990s,4.320151230955794,Males_Noncommunicable diseases,-0.3353418707681028
Noncommunicable diseases,Nepal,Females,55.2,11.099999999999994,1990s,4.028916756899646,Females_Noncommunicable diseases,-0.3371014043889003
Noncommunicable diseases,Nepal,Males,67.5,21.599999999999994,2000s,4.22683374526818,Males_Noncommunicable diseases,-0.33596233788701557
Noncommunicable diseases,Nepal,Females,41.5,15.799999999999997,2000s,3.7495040759303713,Females_Noncommunicable diseases,-0.33837012073652795
Noncommunicable diseases,Nepal,Males,64.1,22.300000000000004,2000s,4.175924549214524,Males_Noncommunicable diseases,-0.33627720179810566
Noncommunicable diseases,Nepal,Females,35.7,14.199999999999996,2000s,3.6027767550605247,Females_Noncommunicable diseases,-0.3389072415260345
Noncommunicable diseases,Nepal,Males,59.9,20.5,2000s,4.109233174715851,Males_Noncommunicable diseases,-0.33666615133533456
Noncommunicable diseases,Nepal,Females,28.1,11.5,2000s,3.370738174177447,Females_Noncommunicable diseases,-0.3396110549743535
Noncommunicable diseases,Nepal,Males,53.6,17.699999999999996,2010s,4.000033882750859,Males_Noncommunicable diseases,-0.33724957564117797
Noncommunicable diseases,Nepal,Females,18.9,6.5,2010s,2.990719731730447,Females_Noncommunicable diseases,-0.3404630396749502
Noncommunicable diseases,Nepal,Males,47.8,19.1,2010s,3.8877303128591016,Males_Noncommunicable diseases,-0.33778669643068454
Noncommunicable diseases,Nepal,Females,12.7,5.899999999999999,2010s,2.617395832834079,Females_Noncommunicable diseases,-0.34103720327752624
Noncommunicable diseases,Nepal,Males,46.8,17.5,,3.86702563949741,Males_Noncommunicable diseases,-0.3378793034633581
Noncommunicable diseases,Nepal,Females,11.9,4.6,,2.5572273113676265,Females_Noncommunicable diseases,-0.34111128890366504
Noncommunicable diseases,Nepal,Males,45.7,18.199999999999996,,3.8437441646748516,Males_Noncommunicable diseases,-0.337981171199299
Noncommunicable diseases,Nepal,Females,10.9,4.9,,2.4765384001174837,Females_Noncommunicable diseases,-0.3412038959363386
Noncommunicable diseases,Nepal,Males,8.131941523,1.5957691090000008,1990s,2.211778325120984,Males_Noncommunicable diseases,-0.34146023761816047
Noncommunicable diseases,Nepal,Females,7.668119063,1.19324691,1990s,2.159651819505018,Females_Noncommunicable diseases,-0.3415031908398684
Noncommunicable diseases,Nepal,Males,8.196624455,1.5834154510000005,2000s,2.218836509662911,Males_Noncommunicable diseases,-0.3414542475237633
Noncommunicable diseases,Nepal,Females,7.720485829,1.2055402420000005,2000s,2.1656749507037647,Females_Noncommunicable diseases,-0.34149834130905843
Noncommunicable diseases,Nepal,Males,8.279263802,1.5583304640000009,2000s,2.2277822119701503,Males_Noncommunicable diseases,-0.34144659453905557
Noncommunicable diseases,Nepal,Females,7.790216791,1.201470153999999,2000s,2.1736393747604126,Females_Noncommunicable diseases,-0.3414918837315821
Noncommunicable diseases,Nepal,Males,8.372547275,1.5655284379999994,2000s,2.2377849136269456,Males_Noncommunicable diseases,-0.3414379558334235
Noncommunicable diseases,Nepal,Females,7.870825447,1.2150687689999993,2000s,2.1827678525327743,Females_Noncommunicable diseases,-0.3414844188031422
Noncommunicable diseases,Nepal,Males,8.469145502,1.5657789690000001,2000s,2.248038671025453,Males_Noncommunicable diseases,-0.34142901015825955
Noncommunicable diseases,Nepal,Females,7.955768989,1.249669838,2000s,2.1922979044109834,Females_Noncommunicable diseases,-0.3414765524337728
Noncommunicable diseases,Nepal,Males,8.561632551,1.557624487,2000s,2.2577584814170097,Males_Noncommunicable diseases,-0.3414204452070909
Noncommunicable diseases,Nepal,Females,8.038404096,1.245509061,2000s,2.2014826207663116,Females_Noncommunicable diseases,-0.34146889984171885
Noncommunicable diseases,Nepal,Males,8.664816228,1.553607822000001,2000s,2.2684920983046646,Males_Noncommunicable diseases,-0.34141088967294364
Noncommunicable diseases,Nepal,Females,8.133735729,1.2334982000000005,2000s,2.211974781675101,Females_Noncommunicable diseases,-0.3414600714620668
Noncommunicable diseases,Nepal,Males,8.784634034,1.5666784380000003,2000s,2.2808131994332346,Males_Noncommunicable diseases,-0.3413997937014685
Noncommunicable diseases,Nepal,Females,8.246741831,1.2612400509999997,2000s,2.2242712549887096,Females_Noncommunicable diseases,-0.3414496063022866
Noncommunicable diseases,Nepal,Males,8.900188248,1.5733226659999993,2000s,2.2925537719092572,Males_Noncommunicable diseases,-0.341389092568597
Noncommunicable diseases,Nepal,Females,8.355712567,1.2408263770000003,2000s,2.2359871264671956,Females_Noncommunicable diseases,-0.34143951484577734
Noncommunicable diseases,Nepal,Males,8.990292684,1.5744097890000006,2000s,2.3016138899289906,Males_Noncommunicable diseases,-0.3413807482641483
Noncommunicable diseases,Nepal,Females,8.438841421,1.2623087639999993,2000s,2.244833241799094,Females_Noncommunicable diseases,-0.3414318165292789
Noncommunicable diseases,Nepal,Males,9.033463233,1.5721251909999996,2000s,2.3059258298135425,Males_Noncommunicable diseases,-0.34137675036770654
Noncommunicable diseases,Nepal,Females,8.474127595,1.269343396,2000s,2.2485646723230492,Females_Noncommunicable diseases,-0.3414285487814103
Noncommunicable diseases,Nepal,Males,9.043995127,1.5401112070000007,2010s,2.306974956129948,Males_Noncommunicable diseases,-0.3413757750402548
Noncommunicable diseases,Nepal,Females,8.475370232,1.239290874,2010s,2.2486958248225113,Females_Noncommunicable diseases,-0.34142843370448506
Noncommunicable diseases,Nepal,Males,9.051262166,1.511393330999999,2010s,2.307698215276206,Males_Noncommunicable diseases,-0.3413751020613367
Noncommunicable diseases,Nepal,Females,8.472468688,1.200287619,2010s,2.2483895583364037,Females_Noncommunicable diseases,-0.34142870240786505
Noncommunicable diseases,Nepal,Males,9.05601964,1.5257404049999987,2010s,2.3081714243488873,Males_Noncommunicable diseases,-0.3413746614857865
Noncommunicable diseases,Nepal,Females,8.467529385,1.221934623000001,2010s,2.2478679845650724,Females_Noncommunicable diseases,-0.34142915982205935
Noncommunicable diseases,Nepal,Males,9.059050914,1.5298513109999998,2010s,2.3084728176763236,Males_Noncommunicable diseases,-0.34137438076849613
Noncommunicable diseases,Nepal,Females,8.462634684,1.241719797,2010s,2.2473508521100927,Females_Noncommunicable diseases,-0.3414296131057948
Noncommunicable diseases,Nepal,Males,9.061136564,1.5631398870000002,2010s,2.308680136818827,Males_Noncommunicable diseases,-0.34137418762263844
Noncommunicable diseases,Nepal,Females,8.459848085,1.2299863469999988,2010s,2.247056324266769,Females_Noncommunicable diseases,-0.34142987116445944
Noncommunicable diseases,Nepal,Males,9.061436041,1.5490416299999996,2010s,2.3087099020984363,Males_Noncommunicable diseases,-0.34137415988896214
Noncommunicable diseases,Nepal,Females,8.459493894,1.2103306249999992,2010s,2.2470188820554666,Females_Noncommunicable diseases,-0.341429903965037
Noncommunicable diseases,Nepal,Males,9.060881867,1.5653426320000001,2010s,2.308654821565202,Males_Noncommunicable diseases,-0.3413742112093719
Noncommunicable diseases,Nepal,Females,8.459567731,1.2113137750000007,2010s,2.247026687622303,Females_Noncommunicable diseases,-0.3414298971272115
Noncommunicable diseases,Nepal,Males,9.061328229,1.5605189670000001,2010s,2.308699186672011,Males_Noncommunicable diseases,-0.34137416987311153
Noncommunicable diseases,Nepal,Females,8.459410695,1.2134146129999994,2010s,2.2470100867259473,Females_Noncommunicable diseases,-0.3414299116698495
Noncommunicable diseases,Nepal,Males,9.062114994,1.5704986399999985,2010s,2.3087773805468546,Males_Noncommunicable diseases,-0.3413740970131395
Noncommunicable diseases,Nepal,Females,8.459234921,1.2144289789999991,2010s,2.2469915046346527,Females_Noncommunicable diseases,-0.341429927947758
Noncommunicable diseases,Nepal,Males,9.1896076,11.648250399999998,1990s,2.321368338151657,Males_Noncommunicable diseases,-0.34136229030121
Noncommunicable diseases,Nepal,Females,13.61928,16.8246547,1990s,2.6823412055029103,Females_Noncommunicable diseases,-0.3409520714845301
Noncommunicable diseases,Nepal,Males,9.2189293,11.030003399999998,2000s,2.3242418141209646,Males_Noncommunicable diseases,-0.34135957490558005
Noncommunicable diseases,Nepal,Females,13.140811,15.475721799999999,2000s,2.649065013844907,Females_Noncommunicable diseases,-0.34099638107884633
Noncommunicable diseases,Nepal,Males,9.2515068,10.4495308,2000s,2.3274246996583074,Males_Noncommunicable diseases,-0.34135655799997316
Noncommunicable diseases,Nepal,Females,12.678263,14.238053099999998,2000s,2.6158079304483532,Females_Noncommunicable diseases,-0.34103921627659545
Noncommunicable diseases,Nepal,Males,9.2869816,9.9909278,2000s,2.330879173481988,Males_Noncommunicable diseases,-0.34135327278401045
Noncommunicable diseases,Nepal,Females,12.230494,13.0815576,2000s,2.5825243168099634,Females_Noncommunicable diseases,-0.34108068283500864
Noncommunicable diseases,Nepal,Males,9.3241529,9.505504,2000s,2.3344860918978023,Males_Noncommunicable diseases,-0.34134983046021683
Noncommunicable diseases,Nepal,Females,11.796906,11.899237200000002,2000s,2.549203422956886,Females_Noncommunicable diseases,-0.3411208361330915
Noncommunicable diseases,Nepal,Males,9.3625984,9.0851972,2000s,2.3382030161943748,Males_Noncommunicable diseases,-0.3413462701365422
Noncommunicable diseases,Nepal,Females,11.377824,10.901903700000002,2000s,2.5159064844408356,Females_Noncommunicable diseases,-0.34115964607355836
Noncommunicable diseases,Nepal,Males,9.4026823,8.6303841,2000s,2.3420636863549062,Males_Noncommunicable diseases,-0.34134255808550523
Noncommunicable diseases,Nepal,Females,10.974634,9.987605600000002,2000s,2.4827905791555787,Females_Noncommunicable diseases,-0.34119698430306206
Noncommunicable diseases,Nepal,Males,9.4440136,8.1926897,2000s,2.3460289530191063,Males_Noncommunicable diseases,-0.3413387305164557
Noncommunicable diseases,Nepal,Females,10.588573,9.1961483,2000s,2.4500195263891285,Females_Noncommunicable diseases,-0.34123273626670303
