Diseases & Risk Factors,Year,Country Name,Gender,Numeric,Lower Confidence Limit,Upper Confidence Limit
Cardiovascular diseases,2016,Nepal,Males,27.7,22.1,33.6
Cardiovascular diseases,2016,Nepal,Females,33.0,26.7,39.6
Cardiovascular diseases,2017,Nepal,Males,28.5,22.6,35.1
Cardiovascular diseases,2017,Nepal,Females,33.9,26.9,41.1
Cardiovascular diseases,2018,Nepal,Males,29.4,22.9,36.7
Cardiovascular diseases,2018,Nepal,Females,34.7,26.9,43.1
Cardiovascular diseases,2019,Nepal,Males,30.3,22.8,38.6
Cardiovascular diseases,2019,Nepal,Females,35.5,26.5,45.1
Cardiovascular diseases,2000,Nepal,Males,8.3,4.3,13.9
Cardiovascular diseases,2000,Nepal,Females,11.6,6,18.9
Cardiovascular diseases,2001,Nepal,Males,8.6,4.6,14
Cardiovascular diseases,2001,Nepal,Females,12.2,6.6,19.2
Cardiovascular diseases,2002,Nepal,Males,9.0,5,14.1
Cardiovascular diseases,2002,Nepal,Females,12.8,7.2,19.8
Cardiovascular diseases,2003,Nepal,Males,9.4,5.5,14.4
Cardiovascular diseases,2003,Nepal,Females,13.5,8,20.3
Cardiovascular diseases,2004,Nepal,Males,9.8,5.9,14.7
Cardiovascular diseases,2004,Nepal,Females,14.2,8.7,20.8
Cardiovascular diseases,2005,Nepal,Males,10.2,6.4,14.9
Cardiovascular diseases,2005,Nepal,Females,14.8,9.4,21.3
Cardiovascular diseases,2006,Nepal,Males,10.6,7,15.1
Cardiovascular diseases,2006,Nepal,Females,15.5,10.2,21.8
Cardiovascular diseases,2007,Nepal,Males,11.1,7.4,15.4
Cardiovascular diseases,2007,Nepal,Females,16.1,11,22.4
Cardiovascular diseases,2008,Nepal,Males,11.5,7.9,15.7
Cardiovascular diseases,2008,Nepal,Females,16.7,11.6,22.7
Cardiovascular diseases,2009,Nepal,Males,11.9,8.4,15.9
Cardiovascular diseases,2009,Nepal,Females,17.2,12.2,23
Cardiovascular diseases,2010,Nepal,Males,12.3,8.9,16.3
Cardiovascular diseases,2010,Nepal,Females,17.7,12.9,23.3
Cardiovascular diseases,2011,Nepal,Males,12.7,9.4,16.6
Cardiovascular diseases,2011,Nepal,Females,18.2,13.5,23.6
Cardiovascular diseases,2012,Nepal,Males,13.1,9.8,16.9
Cardiovascular diseases,2012,Nepal,Females,18.6,14.1,23.8
Cardiovascular diseases,2013,Nepal,Males,13.5,10.3,17.3
Cardiovascular diseases,2013,Nepal,Females,19.0,14.6,24
Cardiovascular diseases,2014,Nepal,Males,13.9,10.6,17.7
Cardiovascular diseases,2014,Nepal,Females,19.4,14.9,24.4
Cardiovascular diseases,2015,Nepal,Males,14.3,11,18.1
Cardiovascular diseases,2015,Nepal,Females,19.8,15.3,24.8
Cardiovascular diseases,2016,Nepal,Males,14.7,11.2,18.8
Cardiovascular diseases,2016,Nepal,Females,20.2,15.5,25.5
Cardiovascular diseases,2017,Nepal,Males,15.1,11.2,19.5
Cardiovascular diseases,2017,Nepal,Females,20.5,15.6,26.2
Cardiovascular diseases,2018,Nepal,Males,15.5,11.2,20.4
Cardiovascular diseases,2018,Nepal,Females,20.9,15.3,27.2
Cardiovascular diseases,2019,Nepal,Males,15.9,11,21.4
Cardiovascular diseases,2019,Nepal,Females,21.2,15,28.3
Cardiovascular diseases,2000,Nepal,Males,1.7,0.5,3.9
Cardiovascular diseases,2000,Nepal,Females,2.5,0.8,5.6
Cardiovascular diseases,2001,Nepal,Males,1.8,0.6,3.9
Cardiovascular diseases,2001,Nepal,Females,2.7,1,5.7
Cardiovascular diseases,2002,Nepal,Males,1.9,0.7,4
Cardiovascular diseases,2002,Nepal,Females,2.9,1.1,5.9
Cardiovascular diseases,2003,Nepal,Males,2.0,0.8,4
Cardiovascular diseases,2003,Nepal,Females,3.1,1.3,6.1
Cardiovascular diseases,2004,Nepal,Males,2.1,0.9,4.1
Cardiovascular diseases,2004,Nepal,Females,3.4,1.5,6.4
Cardiovascular diseases,2005,Nepal,Males,2.3,1,4.3
Cardiovascular diseases,2005,Nepal,Females,3.6,1.7,6.6
Cardiovascular diseases,2006,Nepal,Males,2.5,1.2,4.4
Cardiovascular diseases,2006,Nepal,Females,3.9,1.9,6.9
Cardiovascular diseases,2007,Nepal,Males,2.6,1.3,4.6
Cardiovascular diseases,2007,Nepal,Females,4.2,2.2,7.1
Cardiovascular diseases,2008,Nepal,Males,2.8,1.5,4.8
Cardiovascular diseases,2008,Nepal,Females,4.5,2.4,7.3
Cardiovascular diseases,2009,Nepal,Males,3.0,1.7,4.9
Cardiovascular diseases,2009,Nepal,Females,4.7,2.7,7.6
Cardiovascular diseases,2010,Nepal,Males,3.3,1.9,5.1
Cardiovascular diseases,2010,Nepal,Females,5.0,2.9,7.8
Cardiovascular diseases,2011,Nepal,Males,3.5,2.1,5.3
Cardiovascular diseases,2011,Nepal,Females,5.3,3.2,8
Cardiovascular diseases,2012,Nepal,Males,3.7,2.3,5.6
Cardiovascular diseases,2012,Nepal,Females,5.6,3.5,8.3
Cardiovascular diseases,2013,Nepal,Males,4.0,2.6,5.8
Cardiovascular diseases,2013,Nepal,Females,5.9,3.8,8.6
Cardiovascular diseases,2014,Nepal,Males,4.3,2.7,6.2
Cardiovascular diseases,2014,Nepal,Females,6.3,4.2,8.9
Cardiovascular diseases,2015,Nepal,Males,4.6,3,6.6
Cardiovascular diseases,2015,Nepal,Females,6.7,4.5,9.3
Cardiovascular diseases,2016,Nepal,Males,4.9,3.2,7.1
Cardiovascular diseases,2016,Nepal,Females,7.1,4.6,10
Cardiovascular diseases,2017,Nepal,Males,5.2,3.3,7.7
Cardiovascular diseases,2017,Nepal,Females,7.5,4.8,10.8
Cardiovascular diseases,2018,Nepal,Males,5.5,3.3,8.5
Cardiovascular diseases,2018,Nepal,Females,8.0,4.8,12
Cardiovascular diseases,2019,Nepal,Males,5.9,3.3,9.5
Cardiovascular diseases,2019,Nepal,Females,8.5,4.7,13.4
Cardiovascular diseases,2000,Nepal,Males,4.1,3.8,4.5
Cardiovascular diseases,2000,Nepal,Females,4.1,3.8,4.5
Cardiovascular diseases,2001,Nepal,Males,4.1,3.8,4.5
Cardiovascular diseases,2001,Nepal,Females,4.1,3.8,4.4
Cardiovascular diseases,2002,Nepal,Males,4.1,3.9,4.4
Cardiovascular diseases,2002,Nepal,Females,4.1,3.8,4.4
Cardiovascular diseases,2003,Nepal,Males,4.1,3.9,4.4
Cardiovascular diseases,2003,Nepal,Females,4.1,3.8,4.4
Cardiovascular diseases,2004,Nepal,Males,4.1,3.9,4.4
Cardiovascular diseases,2004,Nepal,Females,4.1,3.8,4.4
Cardiovascular diseases,2005,Nepal,Males,4.1,3.9,4.4
Cardiovascular diseases,2005,Nepal,Females,4.1,3.9,4.4
Cardiovascular diseases,2006,Nepal,Males,4.1,3.9,4.4
Cardiovascular diseases,2006,Nepal,Females,4.1,3.9,4.4
Cardiovascular diseases,2007,Nepal,Males,4.1,3.9,4.3
Cardiovascular diseases,2007,Nepal,Females,4.1,3.9,4.4
Cardiovascular diseases,2008,Nepal,Males,4.1,3.9,4.3
Cardiovascular diseases,2008,Nepal,Females,4.1,3.9,4.4
Cardiovascular diseases,2009,Nepal,Males,4.1,3.9,4.3
Cardiovascular diseases,2009,Nepal,Females,4.1,3.9,4.3
Cardiovascular diseases,2010,Nepal,Males,4.1,3.9,4.3
Cardiovascular diseases,2010,Nepal,Females,4.1,4,4.3
Cardiovascular diseases,2011,Nepal,Males,4.1,4,4.3
Cardiovascular diseases,2011,Nepal,Females,4.2,4,4.3
Cardiovascular diseases,2012,Nepal,Males,4.1,4,4.3
Cardiovascular diseases,2012,Nepal,Females,4.2,4,4.3
Cardiovascular diseases,2013,Nepal,Males,4.1,4,4.3
Cardiovascular diseases,2013,Nepal,Females,4.2,4,4.3
Cardiovascular diseases,2014,Nepal,Males,4.1,3.9,4.3
Cardiovascular diseases,2014,Nepal,Females,4.2,4,4.3
Cardiovascular diseases,2015,Nepal,Males,4.1,3.9,4.3
Cardiovascular diseases,2015,Nepal,Females,4.2,4,4.4
Cardiovascular diseases,2016,Nepal,Males,4.1,3.9,4.3
Cardiovascular diseases,2016,Nepal,Females,4.2,4,4.4
Cardiovascular diseases,2017,Nepal,Males,4.1,3.9,4.3
Cardiovascular diseases,2017,Nepal,Females,4.2,3.9,4.4
Cardiovascular diseases,2018,Nepal,Males,4.1,3.9,4.4
Cardiovascular diseases,2018,Nepal,Females,4.2,3.9,4.5
Cardiovascular diseases,2000,Nepal,Males,8.3,5.5,11.5
Cardiovascular diseases,2000,Nepal,Females,6.7,4.5,9.4
Cardiovascular diseases,2001,Nepal,Males,8.6,5.9,11.8
Cardiovascular diseases,2001,Nepal,Females,7.0,4.7,9.7
Cardiovascular diseases,2002,Nepal,Males,8.9,6.1,12.1
Cardiovascular diseases,2002,Nepal,Females,7.2,4.9,9.9
Cardiovascular diseases,2003,Nepal,Males,9.2,6.4,12.3
Cardiovascular diseases,2003,Nepal,Females,7.4,5.1,10.1
Cardiovascular diseases,2004,Nepal,Males,9.4,6.6,12.6
Cardiovascular diseases,2004,Nepal,Females,7.6,5.2,10.3
Cardiovascular diseases,2005,Nepal,Males,9.7,6.9,12.9
Cardiovascular diseases,2005,Nepal,Females,7.8,5.4,10.5
Cardiovascular diseases,2006,Nepal,Males,9.9,7.1,13.2
Cardiovascular diseases,2006,Nepal,Females,8.0,5.6,10.8
Cardiovascular diseases,2007,Nepal,Males,10.2,7.3,13.6
Cardiovascular diseases,2007,Nepal,Females,8.2,5.7,11.1
Cardiovascular diseases,2008,Nepal,Males,10.4,7.3,14
Cardiovascular diseases,2008,Nepal,Females,8.3,5.8,11.4
Cardiovascular diseases,2009,Nepal,Males,10.6,7.4,14.4
Cardiovascular diseases,2009,Nepal,Females,8.5,5.9,11.7
Cardiovascular diseases,2010,Nepal,Males,10.8,7.4,14.8
Cardiovascular diseases,2010,Nepal,Females,8.7,5.9,12.2
Cardiovascular diseases,2011,Nepal,Males,11.0,7.3,15.4
Cardiovascular diseases,2011,Nepal,Females,8.9,5.8,12.7
Cardiovascular diseases,2012,Nepal,Males,11.3,7.2,16.1
Cardiovascular diseases,2012,Nepal,Females,9.1,5.8,13.4
Cardiovascular diseases,2013,Nepal,Males,11.5,7,16.9
Cardiovascular diseases,2013,Nepal,Females,9.3,5.7,14.1
Cardiovascular diseases,2014,Nepal,Males,11.7,6.8,17.6
Cardiovascular diseases,2014,Nepal,Females,9.5,5.5,14.8
Cardiovascular diseases,2019,Nepal,,6.868667785,no data,no data
Cardiovascular diseases,2000,Nepal,Males,13.315749,10.815494,16.023315
Cardiovascular diseases,2000,Nepal,Females,7.8367531,6.7638524,8.9915439
Cardiovascular diseases,2001,Nepal,Males,13.812247,11.384387,16.395475
Cardiovascular diseases,2001,Nepal,Females,8.561819,7.4872777,9.7396314
Cardiovascular diseases,2002,Nepal,Males,14.314619,11.996442,16.777995
Cardiovascular diseases,2002,Nepal,Females,9.3378507,8.2786351,10.517507
Cardiovascular diseases,2003,Nepal,Males,14.822383,12.601283,17.14116
Cardiovascular diseases,2003,Nepal,Females,10.161416,9.0835087,11.353511
Cardiovascular diseases,2004,Nepal,Males,15.33093,13.219202,17.589773
Cardiovascular diseases,2004,Nepal,Females,11.030283,9.9347562,12.227175
Cardiovascular diseases,2005,Nepal,Males,15.842168,13.815568,17.969044
Cardiovascular diseases,2005,Nepal,Females,11.943939,10.848064,13.155714
Cardiovascular diseases,2006,Nepal,Males,16.358103,14.38978,18.414342
Cardiovascular diseases,2006,Nepal,Females,12.906557,11.804686,14.131533
Cardiovascular diseases,2007,Nepal,Males,16.883792,15.010118,18.843707
Cardiovascular diseases,2007,Nepal,Females,13.921565,12.804744,15.152787
Cardiovascular diseases,2008,Nepal,Males,17.423847,15.649365,19.288205
Cardiovascular diseases,2008,Nepal,Females,14.990376,13.853475,16.207181
Cardiovascular diseases,2009,Nepal,Males,17.986012,16.298607,19.775966
Cardiovascular diseases,2009,Nepal,Females,16.112368,14.969829,17.329104
Cardiovascular diseases,2010,Nepal,Males,18.566833,16.942406,20.281959
Cardiovascular diseases,2010,Nepal,Females,17.285657,16.129383,18.502443
Cardiovascular diseases,2011,Nepal,Males,19.168133,17.591201,20.824112
Cardiovascular diseases,2011,Nepal,Females,18.510586,17.324618,19.75248
Cardiovascular diseases,2012,Nepal,Males,19.793694,18.28302,21.368048
Cardiovascular diseases,2012,Nepal,Females,19.787319,18.569471,21.057978
Cardiovascular diseases,2013,Nepal,Males,20.442696,18.955769,21.980193
Cardiovascular diseases,2013,Nepal,Females,21.112159,19.870098,22.402287
Cardiovascular diseases,2014,Nepal,Males,21.111789,19.60029,22.615682
Cardiovascular diseases,2014,Nepal,Females,22.478484,21.176156,23.836784
Cardiovascular diseases,2015,Nepal,Males,21.805578,20.268343,23.367792
Cardiovascular diseases,2015,Nepal,Females,23.881079,22.491309,25.325292
Cardiovascular diseases,2016,Nepal,Males,22.522643,20.903142,24.171209
Cardiovascular diseases,2016,Nepal,Females,25.310677,23.792209,26.893419
Cardiovascular diseases,2017,Nepal,Males,23.258881,21.499144,25.047928
Cardiovascular diseases,2017,Nepal,Females,26.758176,25.084281,28.514081
Cardiovascular diseases,2018,Nepal,Males,24.003042,22.017825,26.00624
Cardiovascular diseases,2018,Nepal,Females,28.216225,26.33521,30.192131
Cardiovascular diseases,2019,Nepal,Males,24.754195,22.464047,27.036825
Cardiovascular diseases,2019,Nepal,Females,29.683644,27.492541,31.929216
Cardiovascular diseases,2020,Nepal,Males,25.517389,22.966015,28.121698
Cardiovascular diseases,2020,Nepal,Females,31.162697,28.670275,33.696708
Cardiovascular diseases,2021,Nepal,Males,26.293293,23.419584,29.286778
Cardiovascular diseases,2021,Nepal,Females,32.651377,29.816592,35.522076
Cardiovascular diseases,2022,Nepal,Males,27.077457,23.769698,30.509678
Cardiovascular diseases,2022,Nepal,Females,34.145439,30.975172,37.325117
Cardiovascular diseases,2000,Nepal,Males,1.1222075,0.73368037,1.6451338
Cardiovascular diseases,2000,Nepal,Females,1.3087627,1.0187143,1.6461726
Cardiovascular diseases,2001,Nepal,Males,1.2143802,0.81707984,1.7342409
Cardiovascular diseases,2001,Nepal,Females,1.4488197,1.1489158,1.7955309
Cardiovascular diseases,2002,Nepal,Males,1.3126868,0.9043647,1.838026
Cardiovascular diseases,2002,Nepal,Females,1.6020998,1.289687,1.9540176
Cardiovascular diseases,2003,Nepal,Males,1.4172157,1.0065051,1.9435979
Cardiovascular diseases,2003,Nepal,Females,1.7688766,1.4503688,2.1345412
Cardiovascular diseases,2004,Nepal,Males,1.5275706,1.109239,2.055232
Cardiovascular diseases,2004,Nepal,Females,1.9495782,1.6197868,2.327995
Cardiovascular diseases,2005,Nepal,Males,1.6436342,1.2203344,2.1660917
Cardiovascular diseases,2005,Nepal,Females,2.1452757,1.8010616,2.534957
Cardiovascular diseases,2006,Nepal,Males,1.7656859,1.3344919,2.2727381
Cardiovascular diseases,2006,Nepal,Females,2.3581944,1.9999176,2.7570657
Cardiovascular diseases,2007,Nepal,Males,1.8935692,1.4575895,2.3931086
Cardiovascular diseases,2007,Nepal,Females,2.5910668,2.2162016,3.0083016
Cardiovascular diseases,2008,Nepal,Males,2.0267623,1.5986381,2.5239237
Cardiovascular diseases,2008,Nepal,Females,2.84486,2.4568995,3.2725789
Cardiovascular diseases,2009,Nepal,Males,2.1650964,1.7354606,2.6667327
Cardiovascular diseases,2009,Nepal,Females,3.1205762,2.7172778,3.5639066
Cardiovascular diseases,2010,Nepal,Males,2.3083813,1.8762762,2.8102331
Cardiovascular diseases,2010,Nepal,Females,3.4187622,2.9971046,3.8859785
Cardiovascular diseases,2011,Nepal,Males,2.457181,2.0227067,2.956542
Cardiovascular diseases,2011,Nepal,Females,3.7405357,3.2907933,4.2318445
Cardiovascular diseases,2012,Nepal,Males,2.6134796,2.1776788,3.1140983
Cardiovascular diseases,2012,Nepal,Females,4.0875275,3.6117405,4.6052959
Cardiovascular diseases,2013,Nepal,Males,2.7782565,2.3284869,3.2928728
Cardiovascular diseases,2013,Nepal,Females,4.4605039,3.9489754,5.0134536
Cardiovascular diseases,2014,Nepal,Males,2.9528633,2.4808774,3.476898
Cardiovascular diseases,2014,Nepal,Females,4.8593011,4.3050118,5.4522414
Cardiovascular diseases,2015,Nepal,Males,3.1400323,2.6486598,3.6826991
Cardiovascular diseases,2015,Nepal,Females,5.2847493,4.6776228,5.9470586
Cardiovascular diseases,2016,Nepal,Males,3.3406682,2.8041465,3.9380644
Cardiovascular diseases,2016,Nepal,Females,5.7353109,5.0538115,6.4845376
Cardiovascular diseases,2017,Nepal,Males,3.5530187,2.9499887,4.2266116
Cardiovascular diseases,2017,Nepal,Females,6.207538,5.421282,7.0512801
Cardiovascular diseases,2018,Nepal,Males,3.7754238,3.0886794,4.5543194
Cardiovascular diseases,2018,Nepal,Females,6.6978857,5.7896595,7.7024907
Cardiovascular diseases,2019,Nepal,Males,4.0092252,3.2176357,4.9304169
Cardiovascular diseases,2019,Nepal,Females,7.2070643,6.1209392,8.385437
Cardiovascular diseases,2020,Nepal,Males,4.2564709,3.3376828,5.3304199
Cardiovascular diseases,2020,Nepal,Females,7.7377416,6.4801775,9.1292039
Cardiovascular diseases,2021,Nepal,Males,4.518158,3.4474626,5.8071919
Cardiovascular diseases,2021,Nepal,Females,8.2908548,6.7924991,9.9547297
Cardiovascular diseases,2022,Nepal,Males,4.7943171,3.5320148,6.3047349
Cardiovascular diseases,2022,Nepal,Females,8.8657387,7.1349517,10.825054
Cardiovascular diseases,2000,Nepal,Males,0.44813612,0.10508458,1.1830838
Cardiovascular diseases,2000,Nepal,Females,0.65277889,0.24725196,1.353405
Cardiovascular diseases,2001,Nepal,Males,0.47722571,0.11895532,1.2304556
Cardiovascular diseases,2001,Nepal,Females,0.70194611,0.28350067,1.4094569
Cardiovascular diseases,2002,Nepal,Males,0.50724605,0.13570506,1.2624227
Cardiovascular diseases,2002,Nepal,Females,0.75434572,0.31913419,1.4702629
Cardiovascular diseases,2003,Nepal,Males,0.53742095,0.15356389,1.307715
Cardiovascular diseases,2003,Nepal,Females,0.80990763,0.35978563,1.5211216
Cardiovascular diseases,2004,Nepal,Males,0.56670322,0.16921074,1.3368565
Cardiovascular diseases,2004,Nepal,Females,0.86738039,0.40431805,1.5889395
Cardiovascular diseases,2005,Nepal,Males,0.59345029,0.1915197,1.3668708
Cardiovascular diseases,2005,Nepal,Females,0.92550358,0.44969083,1.6474666
Cardiovascular diseases,2006,Nepal,Males,0.61745048,0.20938811,1.3804642
Cardiovascular diseases,2006,Nepal,Females,0.98253908,0.49689854,1.7080486
Cardiovascular diseases,2007,Nepal,Males,0.63843615,0.22595997,1.3985218
Cardiovascular diseases,2007,Nepal,Females,1.039061,0.53829825,1.7885668
Cardiovascular diseases,2008,Nepal,Males,0.65606735,0.23881514,1.408829
Cardiovascular diseases,2008,Nepal,Females,1.0922398,0.57985708,1.8500403
Cardiovascular diseases,2009,Nepal,Males,0.67129843,0.25274488,1.3945545
Cardiovascular diseases,2009,Nepal,Females,1.1403972,0.61273202,1.8896459
Cardiovascular diseases,2010,Nepal,Males,0.68499399,0.26713011,1.4024376
Cardiovascular diseases,2010,Nepal,Females,1.1852333,0.65320674,1.9459957
Cardiovascular diseases,2011,Nepal,Males,0.69744359,0.28094708,1.3978139
Cardiovascular diseases,2011,Nepal,Females,1.2287113,0.67841508,2.0184066
Cardiovascular diseases,2012,Nepal,Males,0.71009141,0.29107649,1.3996331
Cardiovascular diseases,2012,Nepal,Females,1.2726649,0.70129544,2.0880356
Cardiovascular diseases,2013,Nepal,Males,0.72300793,0.30022147,1.4123611
Cardiovascular diseases,2013,Nepal,Females,1.3181021,0.72254715,2.1661518
Cardiovascular diseases,2014,Nepal,Males,0.73590311,0.30347416,1.4439943
Cardiovascular diseases,2014,Nepal,Females,1.3647877,0.73169228,2.2710826
Cardiovascular diseases,2015,Nepal,Males,0.7490776,0.30477536,1.4762694
Cardiovascular diseases,2015,Nepal,Females,1.4120102,0.73869084,2.3970781
Cardiovascular diseases,2016,Nepal,Males,0.76288776,0.29510933,1.5362652
Cardiovascular diseases,2016,Nepal,Females,1.4612723,0.73170359,2.5164889
Cardiovascular diseases,2017,Nepal,Males,0.77991378,0.28473479,1.6078288
Cardiovascular diseases,2017,Nepal,Females,1.514492,0.72527025,2.6819987
Cardiovascular diseases,2018,Nepal,Males,0.80143102,0.27069803,1.7358109
Cardiovascular diseases,2018,Nepal,Females,1.5717091,0.71170018,2.8554177
Cardiovascular diseases,2019,Nepal,Males,0.82798069,0.24810696,1.8872783
Cardiovascular diseases,2019,Nepal,Females,1.6342495,0.69024879,3.0592756
Cardiovascular diseases,2020,Nepal,Males,0.85955672,0.2276713,2.048224
Cardiovascular diseases,2020,Nepal,Females,1.7022947,0.65766303,3.3039074
Cardiovascular diseases,2021,Nepal,Males,0.89628976,0.20498654,2.2771318
Cardiovascular diseases,2021,Nepal,Females,1.7777901,0.62447675,3.5836261
Cardiovascular diseases,2022,Nepal,Males,0.94182314,0.17933259,2.5986919
Cardiovascular diseases,2022,Nepal,Females,1.8632505,0.59890375,3.9410766
Cardiovascular diseases,2000,Nepal,Males,74.2,61.6,86.8
Cardiovascular diseases,2000,Nepal,Females,55.2,49.7,60.8
Cardiovascular diseases,2005,Nepal,Males,67.5,56.7,78.3
Cardiovascular diseases,2005,Nepal,Females,41.5,33.6,49.4
Cardiovascular diseases,2007,Nepal,Males,64.1,52.9,75.2
Cardiovascular diseases,2007,Nepal,Females,35.7,28.6,42.8
Cardiovascular diseases,2010,Nepal,Males,59.9,49.7,70.2
Cardiovascular diseases,2010,Nepal,Females,28.1,22.4,33.9
Cardiovascular diseases,2015,Nepal,Males,53.6,44.7,62.4
Cardiovascular diseases,2015,Nepal,Females,18.9,15.7,22.2
Cardiovascular diseases,2020,Nepal,Males,47.8,38.3,57.4
Cardiovascular diseases,2020,Nepal,Females,12.7,9.8,15.7
Cardiovascular diseases,2021,Nepal,Males,46.8,38.1,55.6
Cardiovascular diseases,2021,Nepal,Females,11.9,9.6,14.2
Cardiovascular diseases,2022,Nepal,Males,45.7,36.6,54.8
Cardiovascular diseases,2022,Nepal,Females,10.9,8.5,13.4
Cardiovascular diseases,2000,Nepal,Males,8.131941523,7.36236336,8.958132469
Cardiovascular diseases,2000,Nepal,Females,7.668119063,7.088814277,8.282061187
Cardiovascular diseases,2001,Nepal,Males,8.196624455,7.432912275,9.016327726
Cardiovascular diseases,2001,Nepal,Females,7.720485829,7.141028393,8.346568635
Cardiovascular diseases,2002,Nepal,Males,8.279263802,7.516534149,9.074864613
Cardiovascular diseases,2002,Nepal,Females,7.790216791,7.211810285,8.413280439
Cardiovascular diseases,2003,Nepal,Males,8.372547275,7.614704889,9.180233327
Cardiovascular diseases,2003,Nepal,Females,7.870825447,7.294596269,8.509665038
Cardiovascular diseases,2004,Nepal,Males,8.469145502,7.688737008,9.254515977
Cardiovascular diseases,2004,Nepal,Females,7.955768989,7.370773527,8.620443365
Cardiovascular diseases,2005,Nepal,Males,8.561632551,7.770966303,9.32859079
Cardiovascular diseases,2005,Nepal,Females,8.038404096,7.45697335,8.702482411
Cardiovascular diseases,2006,Nepal,Males,8.664816228,7.876461342,9.430069164
Cardiovascular diseases,2006,Nepal,Females,8.133735729,7.557230413,8.790728613
Cardiovascular diseases,2007,Nepal,Males,8.784634034,7.987006614,9.553685052
Cardiovascular diseases,2007,Nepal,Females,8.246741831,7.6550227,8.916262751
Cardiovascular diseases,2008,Nepal,Males,8.900188248,8.092339918,9.665662584
Cardiovascular diseases,2008,Nepal,Females,8.355712567,7.77970679,9.020533167
Cardiovascular diseases,2009,Nepal,Males,8.990292684,8.181427968,9.755837757
Cardiovascular diseases,2009,Nepal,Females,8.438841421,7.846825107,9.109133871
Cardiovascular diseases,2010,Nepal,Males,9.033463233,8.224044283,9.796169474
Cardiovascular diseases,2010,Nepal,Females,8.474127595,7.869876029,9.139219425
Cardiovascular diseases,2011,Nepal,Males,9.043995127,8.247782368,9.787893575
Cardiovascular diseases,2011,Nepal,Females,8.475370232,7.876811899,9.116102773
Cardiovascular diseases,2012,Nepal,Males,9.051262166,8.279109672,9.790503003
Cardiovascular diseases,2012,Nepal,Females,8.472468688,7.88811886,9.088406479
Cardiovascular diseases,2013,Nepal,Males,9.05601964,8.279050484,9.804790889
Cardiovascular diseases,2013,Nepal,Females,8.467529385,7.867212937,9.08914756
Cardiovascular diseases,2014,Nepal,Males,9.059050914,8.284924751,9.814776062
Cardiovascular diseases,2014,Nepal,Females,8.462634684,7.852034518,9.093754315
Cardiovascular diseases,2015,Nepal,Males,9.061136564,8.281916019,9.845055906
Cardiovascular diseases,2015,Nepal,Females,8.459848085,7.864817837,9.094804184
Cardiovascular diseases,2016,Nepal,Males,9.061436041,8.288038727,9.837080357
Cardiovascular diseases,2016,Nepal,Females,8.459493894,7.873429218,9.083759843
Cardiovascular diseases,2017,Nepal,Males,9.060881867,8.28146552,9.846808152
Cardiovascular diseases,2017,Nepal,Females,8.459567731,7.872430306,9.083744081
Cardiovascular diseases,2018,Nepal,Males,9.061328229,8.273676502,9.834195469
Cardiovascular diseases,2018,Nepal,Females,8.459410695,7.879766261,9.093180874
Cardiovascular diseases,2019,Nepal,Males,9.062114994,8.280607077,9.851105717
Cardiovascular diseases,2019,Nepal,Females,8.459234921,7.878410448,9.092839427
Cardiovascular diseases,2000,Nepal,Males,9.1896076,4.3221116,15.970362
Cardiovascular diseases,2000,Nepal,Females,13.61928,6.5029993,23.327654
Cardiovascular diseases,2001,Nepal,Males,9.2189293,4.5322556,15.562259
Cardiovascular diseases,2001,Nepal,Females,13.140811,6.5313282,22.00705
Cardiovascular diseases,2002,Nepal,Males,9.2515068,4.7448902,15.194421
Cardiovascular diseases,2002,Nepal,Females,12.678263,6.5564609,20.794514
Cardiovascular diseases,2003,Nepal,Males,9.2869816,4.9474082,14.938336
Cardiovascular diseases,2003,Nepal,Females,12.230494,6.5630064,19.644564
Cardiovascular diseases,2004,Nepal,Males,9.3241529,5.168395,14.673899
Cardiovascular diseases,2004,Nepal,Females,11.796906,6.5685668,18.467804
Cardiovascular diseases,2005,Nepal,Males,9.3625984,5.3798428,14.46504
Cardiovascular diseases,2005,Nepal,Females,11.377824,6.5901213,17.492025
Cardiovascular diseases,2006,Nepal,Males,9.4026823,5.5657439,14.196128
Cardiovascular diseases,2006,Nepal,Females,10.974634,6.5607014,16.548307
Cardiovascular diseases,2007,Nepal,Males,9.4440136,5.8010693,13.993759
Cardiovascular diseases,2007,Nepal,Females,10.588573,6.5051117,15.70126
Cardiovascular diseases,2008,Nepal,Males,9.4857368,6.0312171,13.822031
Cardiovascular diseases,2008,Nepal,Females,10.21871,6.3899331,14.891556
Cardiovascular diseases,2009,Nepal,Males,9.5277023,6.1759863,13.768944
Cardiovascular diseases,2009,Nepal,Females,9.8642511,6.3096924,14.260904
Cardiovascular diseases,2010,Nepal,Males,9.5697918,6.3486485,13.747469
Cardiovascular diseases,2010,Nepal,Females,9.5241861,6.1932983,13.683699
Cardiovascular diseases,2011,Nepal,Males,9.6129189,6.429513,13.784649
Cardiovascular diseases,2011,Nepal,Females,9.1980619,5.9981318,13.118876
Cardiovascular diseases,2012,Nepal,Males,9.6596251,6.4483852,13.756514
Cardiovascular diseases,2012,Nepal,Females,8.8857441,5.7719493,12.713237
Cardiovascular diseases,2013,Nepal,Males,9.7108088,6.4402208,13.977927
Cardiovascular diseases,2013,Nepal,Females,8.5865459,5.5305352,12.465281
Cardiovascular diseases,2014,Nepal,Males,9.7676287,6.4137092,14.200907
Cardiovascular diseases,2014,Nepal,Females,8.2994366,5.1859584,12.204605
