Diseases & Risk Factors,Year,Country Name,Gender,Numeric,Lower Confidence Limit,Upper Confidence Limit
Harmful Alcohol Use,2004,Nepal,Males,14.01027337,no data,no data
Harmful Alcohol Use,2004,Nepal,Females,5.643814735,no data,no data
Harmful Alcohol Use,2005,Nepal,Males,14.28809561,no data,no data
Harmful Alcohol Use,2005,Nepal,Females,5.641093708,no data,no data
Harmful Alcohol Use,2006,Nepal,Males,14.51090603,no data,no data
Harmful Alcohol Use,2006,Nepal,Females,5.594428843,no data,no data
Harmful Alcohol Use,2007,Nepal,Males,14.54711383,no data,no data
Harmful Alcohol Use,2007,Nepal,Females,5.596565797,no data,no data
Harmful Alcohol Use,2008,Nepal,Males,14.75274035,no data,no data
Harmful Alcohol Use,2008,Nepal,Females,5.583205115,no data,no data
Harmful Alcohol Use,2009,Nepal,Males,15.21399941,no data,no data
Harmful Alcohol Use,2009,Nepal,Females,5.651653195,no data,no data
Harmful Alcohol Use,2010,Nepal,Males,15.31209771,no data,no data
Harmful Alcohol Use,2010,Nepal,Females,5.705995776,no data,no data
Harmful Alcohol Use,2011,Nepal,Males,16.01978668,no data,no data
Harmful Alcohol Use,2011,Nepal,Females,5.869360328,no data,no data
Harmful Alcohol Use,2012,Nepal,Males,16.98426487,no data,no data
Harmful Alcohol Use,2012,Nepal,Females,6.186227659,no data,no data
Harmful Alcohol Use,2013,Nepal,Males,18.01710472,no data,no data
Harmful Alcohol Use,2013,Nepal,Females,6.529372524,no data,no data
Harmful Alcohol Use,2014,Nepal,Males,19.24072576,no data,no data
Harmful Alcohol Use,2014,Nepal,Females,6.914330899,no data,no data
Harmful Alcohol Use,2015,Nepal,Males,19.79896511,no data,no data
Harmful Alcohol Use,2015,Nepal,Females,7.115876547,no data,no data
Harmful Alcohol Use,2016,Nepal,Males,19.91483311,no data,no data
Harmful Alcohol Use,2016,Nepal,Females,7.202997585,no data,no data
Harmful Alcohol Use,2017,Nepal,Males,20.31966605,no data,no data
Harmful Alcohol Use,2017,Nepal,Females,7.307073285,no data,no data
Harmful Alcohol Use,2018,Nepal,Males,19.91346519,no data,no data
Harmful Alcohol Use,2018,Nepal,Females,7.021520916,no data,no data
Harmful Alcohol Use,2019,Nepal,Males,18.83392953,no data,no data
Harmful Alcohol Use,2019,Nepal,Females,6.472334605,no data,no data
Harmful Alcohol Use,2000,Nepal,Males,0.33,0,1.19
Harmful Alcohol Use,2000,Nepal,Females,0.064,0,0.23
Harmful Alcohol Use,2005,Nepal,Males,0.53,0,1.59
Harmful Alcohol Use,2005,Nepal,Females,0.1,0,0.31
Harmful Alcohol Use,2010,Nepal,Males,1.65,0.29,3.48
Harmful Alcohol Use,2010,Nepal,Females,0.32,0.057,0.69
Harmful Alcohol Use,2015,Nepal,Males,2.14,0.41,4.33
Harmful Alcohol Use,2015,Nepal,Females,0.43,0.082,0.86
Harmful Alcohol Use,2019,Nepal,Males,2.4,0.53,4.69
Harmful Alcohol Use,2019,Nepal,Females,0.48,0.11,0.94
Harmful Alcohol Use,2016,Nepal,Males,17.7,15.6,19.8
Harmful Alcohol Use,2016,Nepal,Females,2.8,2.3,3.3
Cancer,2000,Nepal,Males,4131.118,2324.828,6685.628
Cancer,2000,Nepal,Females,6118.989,3574.908,9925.243
Cancer,2001,Nepal,Males,4204.654,2361.264,6775.333
Cancer,2001,Nepal,Females,6173.99,3636.472,10002.71
Cancer,2002,Nepal,Males,4382.672,2460.185,7053.941
Cancer,2002,Nepal,Females,6267.662,3721.668,10113.53
Cancer,2003,Nepal,Males,4453.05,2498.644,7152.589
Cancer,2003,Nepal,Females,6384.433,3819.103,10277.12
Cancer,2004,Nepal,Males,4642.994,2606.75,7435.93
Cancer,2004,Nepal,Females,6524.452,3919.878,10474.94
Cancer,2005,Nepal,Males,4911.661,2763.531,7843.721
Cancer,2005,Nepal,Females,6739.229,4065.833,10787.8
Cancer,2006,Nepal,Males,5182.663,2929.918,8246.624
Cancer,2006,Nepal,Females,6950.529,4201.497,11116.98
Cancer,2007,Nepal,Males,5430.574,3083.022,8624.773
Cancer,2007,Nepal,Females,7191.931,4361.416,11487.31
Cancer,2008,Nepal,Males,5651.62,3221.617,8936
Cancer,2008,Nepal,Females,7423.196,4507.257,11846.49
Cancer,2009,Nepal,Males,5886.463,3366.021,9287.676
Cancer,2009,Nepal,Females,7649.359,4633.08,12223.85
Cancer,2010,Nepal,Males,6107.444,3493.938,9639.625
Cancer,2010,Nepal,Females,7937.939,4791.768,12705.61
Cancer,2011,Nepal,Males,6330.142,3633.853,9996.699
Cancer,2011,Nepal,Females,8213.749,4939.747,13176.1
Cancer,2012,Nepal,Males,6534.312,3745.551,10351.17
Cancer,2012,Nepal,Females,8542.909,5121.649,13744.58
Cancer,2013,Nepal,Males,6686.925,3842.165,10620.81
Cancer,2013,Nepal,Females,8899.436,5307.559,14394.11
Cancer,2014,Nepal,Males,6754.056,3868.721,10756
Cancer,2014,Nepal,Females,9242.143,5483.455,15030.41
Cancer,2015,Nepal,Males,6885.807,3947.509,10982.6
Cancer,2015,Nepal,Females,9674.843,5712.67,15770.74
Cancer,2016,Nepal,Males,7005.322,4000.167,11199.88
Cancer,2016,Nepal,Females,10065.92,5922.547,16456.69
Cancer,2017,Nepal,Males,7189.777,4093.213,11526.44
Cancer,2017,Nepal,Females,10461.06,6136.461,17158.78
Cancer,2018,Nepal,Males,7438.944,4211.42,11954.94
Cancer,2018,Nepal,Females,10905.17,6371.47,17942.55
Cancer,2019,Nepal,Males,7699.438,4347.321,12390.37
Cancer,2019,Nepal,Females,11340.55,6600.139,18742.6
Cancer,2019,Nepal,Males,186.1458226,no data,no data
Cancer,2019,Nepal,Females,138.5439529,no data,no data
Cancer,2019,Nepal,Males,197.0198459,no data,no data
Cancer,2019,Nepal,Females,168.568001,no data,no data
Cancer,2019,Nepal,Males,0.151374647,no data,no data
Cancer,2019,Nepal,Females,1037.95885,no data,no data
Cancer,2019,Nepal,Females,1969.483002,no data,no data
Cancer,2019,Nepal,Males,425.8112054,no data,no data
Cancer,2019,Nepal,Females,741.5042181,no data,no data
Cancer,2019,Nepal,Females,56.41457629,no data,no data
Cancer,2019,Nepal,Males,440.4674067,no data,no data
Cancer,2019,Nepal,Females,630.7141075,no data,no data
Cancer,2019,Nepal,Males,50.64353824,no data,no data
Cancer,2019,Nepal,Females,27.65683961,no data,no data
Cancer,2019,Nepal,Males,345.1285,no data,no data
Cancer,2019,Nepal,Females,88.14017608,no data,no data
Cancer,2019,Nepal,Males,224.1438061,no data,no data
Cancer,2019,Nepal,Females,133.3903973,no data,no data
Cancer,2019,Nepal,Males,396.7757811,no data,no data
Cancer,2019,Nepal,Females,270.8960149,no data,no data
Cancer,2019,Nepal,Males,149.1627164,no data,no data
Cancer,2019,Nepal,Females,106.7412168,no data,no data
Cancer,2019,Nepal,Males,40.11496062,no data,no data
Cancer,2019,Nepal,Females,118.4569528,no data,no data
Cancer,2019,Nepal,Males,0.211893067,no data,no data
Cancer,2019,Nepal,Females,0.979105473,no data,no data
Cancer,2019,Nepal,Males,769.1699841,no data,no data
Cancer,2019,Nepal,Females,619.4455675,no data,no data
Cancer,2019,Nepal,Males,24.96432906,no data,no data
Cancer,2019,Nepal,Females,31.45242477,no data,no data
Cancer,2019,Nepal,Males,394.4922647,no data,no data
Cancer,2019,Nepal,Females,238.2925839,no data,no data
Cancer,2019,Nepal,Males,144.1029527,no data,no data
Cancer,2019,Nepal,Females,96.98780561,no data,no data
Cancer,2019,Nepal,Males,210.68466,no data,no data
Cancer,2019,Nepal,Females,280.4182739,no data,no data
Cancer,2019,Nepal,Females,584.5531144,no data,no data
Cancer,2019,Nepal,Males,203.898402,no data,no data
Cancer,2019,Nepal,Females,241.3242905,no data,no data
Cancer,2019,Nepal,Males,85.45144433,no data,no data
Cancer,2019,Nepal,Males,777.0060897,no data,no data
Cancer,2019,Nepal,Females,602.2708683,no data,no data
Cancer,2019,Nepal,Males,10.12164617,no data,no data
Cancer,2019,Nepal,Males,67.79214823,no data,no data
Cancer,2019,Nepal,Females,67.68493509,no data,no data
Cancer,2019,Nepal,Males,1509.757644,no data,no data
Cancer,2019,Nepal,Females,2076.264529,no data,no data
Cancer,2000,Nepal,Males,72.57414,no data,no data
Cancer,2000,Nepal,Females,84.92117,no data,no data
Cancer,2010,Nepal,Males,71.09959,no data,no data
Cancer,2010,Nepal,Females,86.93522,no data,no data
Cancer,2015,Nepal,Males,78.28079,no data,no data
Cancer,2015,Nepal,Females,92.96307,no data,no data
Cancer,2019,Nepal,Males,81.29295,no data,no data
Cancer,2019,Nepal,Females,96.2,no data,no data
Cancer,2000,Nepal,Males,67.0259087,no data,no data
Cancer,2000,Nepal,Females,75.4389869,no data,no data
Cancer,2001,Nepal,Males,65.9976088,no data,no data
Cancer,2001,Nepal,Females,74.1979885,no data,no data
Cancer,2002,Nepal,Males,66.823652,no data,no data
Cancer,2002,Nepal,Females,73.431846,no data,no data
Cancer,2003,Nepal,Males,66.2173517,no data,no data
Cancer,2003,Nepal,Females,73.6372964,no data,no data
Cancer,2004,Nepal,Males,65.9393704,no data,no data
Cancer,2004,Nepal,Females,72.6998824,no data,no data
Cancer,2005,Nepal,Males,66.7714883,no data,no data
Cancer,2005,Nepal,Females,73.2563027,no data,no data
Cancer,2006,Nepal,Males,66.8867618,no data,no data
Cancer,2006,Nepal,Females,73.0855789,no data,no data
Cancer,2007,Nepal,Males,67.1661665,no data,no data
Cancer,2007,Nepal,Females,73.1612433,no data,no data
Cancer,2008,Nepal,Males,66.8880171,no data,no data
Cancer,2008,Nepal,Females,73.5753646,no data,no data
Cancer,2009,Nepal,Males,66.4811584,no data,no data
Cancer,2009,Nepal,Females,73.7636117,no data,no data
Cancer,2010,Nepal,Males,65.8824293,no data,no data
Cancer,2010,Nepal,Females,73.9162403,no data,no data
Cancer,2011,Nepal,Males,64.9799152,no data,no data
Cancer,2011,Nepal,Females,73.3235376,no data,no data
Cancer,2012,Nepal,Males,64.1000513,no data,no data
Cancer,2012,Nepal,Females,72.6683501,no data,no data
Cancer,2013,Nepal,Males,63.2173761,no data,no data
Cancer,2013,Nepal,Females,72.0663856,no data,no data
Cancer,2014,Nepal,Males,62.2592613,no data,no data
Cancer,2014,Nepal,Females,71.5683688,no data,no data
Cancer,2015,Nepal,Males,61.7195991,no data,no data
Cancer,2015,Nepal,Females,71.2359915,no data,no data
Cancer,2016,Nepal,Males,61.1328416,no data,no data
Cancer,2016,Nepal,Females,70.7550001,no data,no data
Cancer,2017,Nepal,Males,60.9847902,no data,no data
Cancer,2017,Nepal,Females,70.4185686,no data,no data
Cancer,2018,Nepal,Males,61.0836374,no data,no data
Cancer,2018,Nepal,Females,70.2463068,no data,no data
Cancer,2019,Nepal,Males,61.2203524,no data,no data
Cancer,2019,Nepal,Females,70.1283071,no data,no data
Cancer,2000,Nepal,Males,74.2,61.6,86.8
Cancer,2000,Nepal,Females,55.2,49.7,60.8
Cancer,2005,Nepal,Males,67.5,56.7,78.3
Cancer,2005,Nepal,Females,41.5,33.6,49.4
Cancer,2007,Nepal,Males,64.1,52.9,75.2
Cancer,2007,Nepal,Females,35.7,28.6,42.8
Cancer,2010,Nepal,Males,59.9,49.7,70.2
Cancer,2010,Nepal,Females,28.1,22.4,33.9
Cancer,2015,Nepal,Males,53.6,44.7,62.4
Cancer,2015,Nepal,Females,18.9,15.7,22.2
Cancer,2020,Nepal,Males,47.8,38.3,57.4
Cancer,2020,Nepal,Females,12.7,9.8,15.7
Cancer,2021,Nepal,Males,46.8,38.1,55.6
Cancer,2021,Nepal,Females,11.9,9.6,14.2
Cancer,2022,Nepal,Males,45.7,36.6,54.8
Cancer,2022,Nepal,Females,10.9,8.5,13.4
Cancer,2000,Nepal,Males,0.33,0,1.19
Cancer,2000,Nepal,Females,0.064,0,0.23
Cancer,2005,Nepal,Males,0.53,0,1.59
Cancer,2005,Nepal,Females,0.1,0,0.31
Cancer,2010,Nepal,Males,1.65,0.29,3.48
Cancer,2010,Nepal,Females,0.32,0.057,0.69
Cancer,2015,Nepal,Males,2.14,0.41,4.33
Cancer,2015,Nepal,Females,0.43,0.082,0.86
Cancer,2019,Nepal,Males,2.4,0.53,4.69
Cancer,2019,Nepal,Females,0.48,0.11,0.94
Cancer,2000,Nepal,Males,13.315749,10.815494,16.023315
Cancer,2000,Nepal,Females,7.8367531,6.7638524,8.9915439
Cancer,2001,Nepal,Males,13.812247,11.384387,16.395475
Cancer,2001,Nepal,Females,8.561819,7.4872777,9.7396314
Cancer,2002,Nepal,Males,14.314619,11.996442,16.777995
Cancer,2002,Nepal,Females,9.3378507,8.2786351,10.517507
Cancer,2003,Nepal,Males,14.822383,12.601283,17.14116
Cancer,2003,Nepal,Females,10.161416,9.0835087,11.353511
Cancer,2004,Nepal,Males,15.33093,13.219202,17.589773
Cancer,2004,Nepal,Females,11.030283,9.9347562,12.227175
Cancer,2005,Nepal,Males,15.842168,13.815568,17.969044
Cancer,2005,Nepal,Females,11.943939,10.848064,13.155714
Cancer,2006,Nepal,Males,16.358103,14.38978,18.414342
Cancer,2006,Nepal,Females,12.906557,11.804686,14.131533
Cancer,2007,Nepal,Males,16.883792,15.010118,18.843707
Cancer,2007,Nepal,Females,13.921565,12.804744,15.152787
Cancer,2008,Nepal,Males,17.423847,15.649365,19.288205
Cancer,2008,Nepal,Females,14.990376,13.853475,16.207181
Cancer,2009,Nepal,Males,17.986012,16.298607,19.775966
Cancer,2009,Nepal,Females,16.112368,14.969829,17.329104
Cancer,2010,Nepal,Males,18.566833,16.942406,20.281959
Cancer,2010,Nepal,Females,17.285657,16.129383,18.502443
Cancer,2011,Nepal,Males,19.168133,17.591201,20.824112
Cancer,2011,Nepal,Females,18.510586,17.324618,19.75248
Cancer,2012,Nepal,Males,19.793694,18.28302,21.368048
Cancer,2012,Nepal,Females,19.787319,18.569471,21.057978
Cancer,2013,Nepal,Males,20.442696,18.955769,21.980193
Cancer,2013,Nepal,Females,21.112159,19.870098,22.402287
Cancer,2014,Nepal,Males,21.111789,19.60029,22.615682
Cancer,2014,Nepal,Females,22.478484,21.176156,23.836784
Cancer,2015,Nepal,Males,21.805578,20.268343,23.367792
Cancer,2015,Nepal,Females,23.881079,22.491309,25.325292
Cancer,2016,Nepal,Males,22.522643,20.903142,24.171209
Cancer,2016,Nepal,Females,25.310677,23.792209,26.893419
Cancer,2017,Nepal,Males,23.258881,21.499144,25.047928
Cancer,2017,Nepal,Females,26.758176,25.084281,28.514081
Cancer,2018,Nepal,Males,24.003042,22.017825,26.00624
Cancer,2018,Nepal,Females,28.216225,26.33521,30.192131
Cancer,2019,Nepal,Males,24.754195,22.464047,27.036825
Cancer,2019,Nepal,Females,29.683644,27.492541,31.929216
Cancer,2020,Nepal,Males,25.517389,22.966015,28.121698
Cancer,2020,Nepal,Females,31.162697,28.670275,33.696708
Cancer,2021,Nepal,Males,26.293293,23.419584,29.286778
Cancer,2021,Nepal,Females,32.651377,29.816592,35.522076
Cancer,2022,Nepal,Males,27.077457,23.769698,30.509678
Cancer,2022,Nepal,Females,34.145439,30.975172,37.325117
Cancer,2000,Nepal,Males,1.1222075,0.73368037,1.6451338
Cancer,2000,Nepal,Females,1.3087627,1.0187143,1.6461726
Cancer,2001,Nepal,Males,1.2143802,0.81707984,1.7342409
Cancer,2001,Nepal,Females,1.4488197,1.1489158,1.7955309
Cancer,2002,Nepal,Males,1.3126868,0.9043647,1.838026
Cancer,2002,Nepal,Females,1.6020998,1.289687,1.9540176
Cancer,2003,Nepal,Males,1.4172157,1.0065051,1.9435979
Cancer,2003,Nepal,Females,1.7688766,1.4503688,2.1345412
Cancer,2004,Nepal,Males,1.5275706,1.109239,2.055232
Cancer,2004,Nepal,Females,1.9495782,1.6197868,2.327995
Cancer,2005,Nepal,Males,1.6436342,1.2203344,2.1660917
Cancer,2005,Nepal,Females,2.1452757,1.8010616,2.534957
Cancer,2006,Nepal,Males,1.7656859,1.3344919,2.2727381
Cancer,2006,Nepal,Females,2.3581944,1.9999176,2.7570657
Cancer,2007,Nepal,Males,1.8935692,1.4575895,2.3931086
Cancer,2007,Nepal,Females,2.5910668,2.2162016,3.0083016
Cancer,2008,Nepal,Males,2.0267623,1.5986381,2.5239237
Cancer,2008,Nepal,Females,2.84486,2.4568995,3.2725789
Cancer,2009,Nepal,Males,2.1650964,1.7354606,2.6667327
Cancer,2009,Nepal,Females,3.1205762,2.7172778,3.5639066
Cancer,2010,Nepal,Males,2.3083813,1.8762762,2.8102331
Cancer,2010,Nepal,Females,3.4187622,2.9971046,3.8859785
Cancer,2011,Nepal,Males,2.457181,2.0227067,2.956542
Cancer,2011,Nepal,Females,3.7405357,3.2907933,4.2318445
Cancer,2012,Nepal,Males,2.6134796,2.1776788,3.1140983
Cancer,2012,Nepal,Females,4.0875275,3.6117405,4.6052959
Cancer,2013,Nepal,Males,2.7782565,2.3284869,3.2928728
Cancer,2013,Nepal,Females,4.4605039,3.9489754,5.0134536
Cancer,2014,Nepal,Males,2.9528633,2.4808774,3.476898
Cancer,2014,Nepal,Females,4.8593011,4.3050118,5.4522414
Cancer,2015,Nepal,Males,3.1400323,2.6486598,3.6826991
Cancer,2015,Nepal,Females,5.2847493,4.6776228,5.9470586
Cancer,2016,Nepal,Males,3.3406682,2.8041465,3.9380644
Cancer,2016,Nepal,Females,5.7353109,5.0538115,6.4845376
Cancer,2017,Nepal,Males,3.5530187,2.9499887,4.2266116
Cancer,2017,Nepal,Females,6.207538,5.421282,7.0512801
Cancer,2018,Nepal,Males,3.7754238,3.0886794,4.5543194
Cancer,2018,Nepal,Females,6.6978857,5.7896595,7.7024907
Cancer,2019,Nepal,Males,4.0092252,3.2176357,4.9304169
Cancer,2019,Nepal,Females,7.2070643,6.1209392,8.385437
Cancer,2020,Nepal,Males,4.2564709,3.3376828,5.3304199
Cancer,2020,Nepal,Females,7.7377416,6.4801775,9.1292039
Cancer,2021,Nepal,Males,4.518158,3.4474626,5.8071919
Cancer,2021,Nepal,Females,8.2908548,6.7924991,9.9547297
Cancer,2022,Nepal,Males,4.7943171,3.5320148,6.3047349
Cancer,2022,Nepal,Females,8.8657387,7.1349517,10.825054
Cancer,2000,Nepal,Males,0.44813612,0.10508458,1.1830838
Cancer,2000,Nepal,Females,0.65277889,0.24725196,1.353405
Cancer,2001,Nepal,Males,0.47722571,0.11895532,1.2304556
Cancer,2001,Nepal,Females,0.70194611,0.28350067,1.4094569
Cancer,2002,Nepal,Males,0.50724605,0.13570506,1.2624227
Cancer,2002,Nepal,Females,0.75434572,0.31913419,1.4702629
Cancer,2003,Nepal,Males,0.53742095,0.15356389,1.307715
Cancer,2003,Nepal,Females,0.80990763,0.35978563,1.5211216
Cancer,2004,Nepal,Males,0.56670322,0.16921074,1.3368565
Cancer,2004,Nepal,Females,0.86738039,0.40431805,1.5889395
Cancer,2005,Nepal,Males,0.59345029,0.1915197,1.3668708
Cancer,2005,Nepal,Females,0.92550358,0.44969083,1.6474666
Cancer,2006,Nepal,Males,0.61745048,0.20938811,1.3804642
Cancer,2006,Nepal,Females,0.98253908,0.49689854,1.7080486
Cancer,2007,Nepal,Males,0.63843615,0.22595997,1.3985218
Cancer,2007,Nepal,Females,1.039061,0.53829825,1.7885668
Cancer,2008,Nepal,Males,0.65606735,0.23881514,1.408829
Cancer,2008,Nepal,Females,1.0922398,0.57985708,1.8500403
Cancer,2009,Nepal,Males,0.67129843,0.25274488,1.3945545
Cancer,2009,Nepal,Females,1.1403972,0.61273202,1.8896459
Cancer,2010,Nepal,Males,0.68499399,0.26713011,1.4024376
Cancer,2010,Nepal,Females,1.1852333,0.65320674,1.9459957
Cancer,2011,Nepal,Males,0.69744359,0.28094708,1.3978139
Cancer,2011,Nepal,Females,1.2287113,0.67841508,2.0184066
Cancer,2012,Nepal,Males,0.71009141,0.29107649,1.3996331
Cancer,2012,Nepal,Females,1.2726649,0.70129544,2.0880356
Cancer,2013,Nepal,Males,0.72300793,0.30022147,1.4123611
Cancer,2013,Nepal,Females,1.3181021,0.72254715,2.1661518
Cancer,2014,Nepal,Males,0.73590311,0.30347416,1.4439943
Cancer,2014,Nepal,Females,1.3647877,0.73169228,2.2710826
Cancer,2015,Nepal,Males,0.7490776,0.30477536,1.4762694
Cancer,2015,Nepal,Females,1.4120102,0.73869084,2.3970781
Cancer,2016,Nepal,Males,0.76288776,0.29510933,1.5362652
Cancer,2016,Nepal,Females,1.4612723,0.73170359,2.5164889
Cancer,2017,Nepal,Males,0.77991378,0.28473479,1.6078288
Cancer,2017,Nepal,Females,1.514492,0.72527025,2.6819987
Cancer,2018,Nepal,Males,0.80143102,0.27069803,1.7358109
Cancer,2018,Nepal,Females,1.5717091,0.71170018,2.8554177
Cancer,2019,Nepal,Males,0.82798069,0.24810696,1.8872783
Cancer,2019,Nepal,Females,1.6342495,0.69024879,3.0592756
Cancer,2020,Nepal,Males,0.85955672,0.2276713,2.048224
Cancer,2020,Nepal,Females,1.7022947,0.65766303,3.3039074
Cancer,2021,Nepal,Males,0.89628976,0.20498654,2.2771318
Cancer,2021,Nepal,Females,1.7777901,0.62447675,3.5836261
Cancer,2022,Nepal,Males,0.94182314,0.17933259,2.5986919
Cancer,2022,Nepal,Females,1.8632505,0.59890375,3.9410766
Cancer,2000,Nepal,Males,8.3,5.5,11.5
Cancer,2000,Nepal,Females,6.7,4.5,9.4
Cancer,2001,Nepal,Males,8.6,5.9,11.8
Cancer,2001,Nepal,Females,7.0,4.7,9.7
Cancer,2002,Nepal,Males,8.9,6.1,12.1
Cancer,2002,Nepal,Females,7.2,4.9,9.9
Cancer,2003,Nepal,Males,9.2,6.4,12.3
Cancer,2003,Nepal,Females,7.4,5.1,10.1
Cancer,2004,Nepal,Males,9.4,6.6,12.6
Cancer,2004,Nepal,Females,7.6,5.2,10.3
Cancer,2005,Nepal,Males,9.7,6.9,12.9
Cancer,2005,Nepal,Females,7.8,5.4,10.5
Cancer,2006,Nepal,Males,9.9,7.1,13.2
Cancer,2006,Nepal,Females,8.0,5.6,10.8
Cancer,2007,Nepal,Males,10.2,7.3,13.6
Cancer,2007,Nepal,Females,8.2,5.7,11.1
Cancer,2008,Nepal,Males,10.4,7.3,14
Cancer,2008,Nepal,Females,8.3,5.8,11.4
Cancer,2009,Nepal,Males,10.6,7.4,14.4
Cancer,2009,Nepal,Females,8.5,5.9,11.7
Cancer,2010,Nepal,Males,10.8,7.4,14.8
Cancer,2010,Nepal,Females,8.7,5.9,12.2
Cancer,2011,Nepal,Males,11.0,7.3,15.4
Cancer,2011,Nepal,Females,8.9,5.8,12.7
Cancer,2012,Nepal,Males,11.3,7.2,16.1
Cancer,2012,Nepal,Females,9.1,5.8,13.4
Cancer,2013,Nepal,Males,11.5,7,16.9
Cancer,2013,Nepal,Females,9.3,5.7,14.1
Cancer,2014,Nepal,Males,11.7,6.8,17.6
Cancer,2014,Nepal,Females,9.5,5.5,14.8
Cancer,2019,Nepal,,6.868667785,no data,no data
Cancer,2000,Nepal,Males,9.1896076,4.3221116,15.970362
Cancer,2000,Nepal,Females,13.61928,6.5029993,23.327654
Cancer,2001,Nepal,Males,9.2189293,4.5322556,15.562259
Cancer,2001,Nepal,Females,13.140811,6.5313282,22.00705
Cancer,2002,Nepal,Males,9.2515068,4.7448902,15.194421
Cancer,2002,Nepal,Females,12.678263,6.5564609,20.794514
Cancer,2003,Nepal,Males,9.2869816,4.9474082,14.938336
Cancer,2003,Nepal,Females,12.230494,6.5630064,19.644564
Cancer,2004,Nepal,Males,9.3241529,5.168395,14.673899
Cancer,2004,Nepal,Females,11.796906,6.5685668,18.467804
Cancer,2005,Nepal,Males,9.3625984,5.3798428,14.46504
Cancer,2005,Nepal,Females,11.377824,6.5901213,17.492025
Cancer,2006,Nepal,Males,9.4026823,5.5657439,14.196128
Cancer,2006,Nepal,Females,10.974634,6.5607014,16.548307
Cancer,2007,Nepal,Males,9.4440136,5.8010693,13.993759
Cancer,2007,Nepal,Females,10.588573,6.5051117,15.70126
Cancer,2008,Nepal,Males,9.4857368,6.0312171,13.822031
Cancer,2008,Nepal,Females,10.21871,6.3899331,14.891556
Cancer,2009,Nepal,Males,9.5277023,6.1759863,13.768944
Cancer,2009,Nepal,Females,9.8642511,6.3096924,14.260904
Cancer,2010,Nepal,Males,9.5697918,6.3486485,13.747469
Cancer,2010,Nepal,Females,9.5241861,6.1932983,13.683699
Cancer,2011,Nepal,Males,9.6129189,6.429513,13.784649
Cancer,2011,Nepal,Females,9.1980619,5.9981318,13.118876
Cancer,2012,Nepal,Males,9.6596251,6.4483852,13.756514
Cancer,2012,Nepal,Females,8.8857441,5.7719493,12.713237
Cancer,2013,Nepal,Males,9.7108088,6.4402208,13.977927
Cancer,2013,Nepal,Females,8.5865459,5.5305352,12.465281
Cancer,2014,Nepal,Males,9.7676287,6.4137092,14.200907
Cancer,2014,Nepal,Females,8.2994366,5.1859584,12.204605
Cancer,2015,Nepal,Males,9.8325281,6.3049555,14.397444
Cancer,2015,Nepal,Females,8.0240488,4.8754926,12.031898
Cancer,2016,Nepal,Males,9.9055958,6.1608067,14.771141
Cancer,2016,Nepal,Females,7.7590985,4.5210471,11.954648
Cancer,2017,Nepal,Males,9.9842319,6.0093021,15.179674
Cancer,2017,Nepal,Females,7.5029397,4.1753454,11.952169
Cancer,2018,Nepal,Males,10.066348,5.8671055,15.629244
Cancer,2018,Nepal,Females,7.2543755,3.8521163,11.955624
Cancer,2019,Nepal,Males,10.152924,5.7083702,16.062082
Cancer,2019,Nepal,Females,7.0138774,3.5372355,11.892477
Cancer,2020,Nepal,Males,10.245381,5.5440526,16.510386
Cancer,2020,Nepal,Females,6.7823186,3.2279027,11.940207
Cancer,2021,Nepal,Males,10.344032,5.3143373,17.151251
Cancer,2021,Nepal,Females,6.5598273,2.9406846,12.026246
Cancer,2022,Nepal,Males,10.44835,5.1469116,17.739437
Cancer,2022,Nepal,Females,6.3460498,2.697094,12.111298
Chronic respiratory diseases,2000,Nepal,Males,5854.102,3540.876,8730.973
Chronic respiratory diseases,2000,Nepal,Females,10241.21,5634.109,16005.99
Chronic respiratory diseases,2001,Nepal,Males,6125.494,3731.775,9094.498
Chronic respiratory diseases,2001,Nepal,Females,10521.48,5857.045,16286.94
Chronic respiratory diseases,2002,Nepal,Males,6479.681,3982.461,9578.25
Chronic respiratory diseases,2002,Nepal,Females,10839.81,6113.448,16778.65
Chronic respiratory diseases,2003,Nepal,Males,7143.108,4447.872,10521.34
Chronic respiratory diseases,2003,Nepal,Females,11277.07,6425.541,17350.71
Chronic respiratory diseases,2004,Nepal,Males,7670.324,4833.907,11187.3
Chronic respiratory diseases,2004,Nepal,Females,11418.46,6566.455,17464.99
Chronic respiratory diseases,2005,Nepal,Males,8468.712,5390.256,12262.15
Chronic respiratory diseases,2005,Nepal,Females,11853.57,6872.125,18071.32
Chronic respiratory diseases,2006,Nepal,Males,9453.591,6110.648,13568.45
Chronic respiratory diseases,2006,Nepal,Females,12331.67,7187.203,18724.37
Chronic respiratory diseases,2007,Nepal,Males,10288.21,6683.833,14617.06
Chronic respiratory diseases,2007,Nepal,Females,12774.37,7431.001,19293.16
Chronic respiratory diseases,2008,Nepal,Males,11263.82,7357.45,15969.89
Chronic respiratory diseases,2008,Nepal,Females,13213.48,7684.118,19895.25
Chronic respiratory diseases,2009,Nepal,Males,12222.45,8010.924,17278.43
Chronic respiratory diseases,2009,Nepal,Females,13651.82,7923.713,20556.62
Chronic respiratory diseases,2010,Nepal,Males,12743.71,8343.973,18073.56
Chronic respiratory diseases,2010,Nepal,Females,14004.32,8106.813,21098.97
Chronic respiratory diseases,2011,Nepal,Males,13747.09,8999.83,19502.31
Chronic respiratory diseases,2011,Nepal,Females,14642.95,8465.207,21891
